H,f1,f2,f3
1,0.111111111,0.111111111,0.111111111
1,0.097222222,0.097222222,0.222222222
1,0.097222222,0.222222222,0.097222222
1,0.222222222,0.097222222,0.097222222
1,0.083333333,0.083333333,0.333333333
1,0.083333333,0.166666667,0.166666667
1,0.083333333,0.333333333,0.083333333
1,0.166666667,0.083333333,0.166666667
1,0.166666667,0.166666667,0.083333333
1,0.333333333,0.083333333,0.083333333
1,0.069444444,0.069444444,0.444444444
1,0.069444444,0.111111111,0.277777778
1,0.069444444,0.277777778,0.111111111
1,0.069444444,0.444444444,0.069444444
1,0.111111111,0.069444444,0.277777778
1,0.111111111,0.277777778,0.069444444
1,0.277777778,0.069444444,0.111111111
1,0.277777778,0.111111111,0.069444444
1,0.444444444,0.069444444,0.069444444
1,0.055555556,0.055555556,0.555555556
1,0.055555556,0.097222222,0.388888889
1,0.055555556,0.222222222,0.222222222
1,0.055555556,0.388888889,0.097222222
1,0.055555556,0.555555556,0.055555556
1,0.097222222,0.055555556,0.388888889
1,0.097222222,0.388888889,0.055555556
1,0.222222222,0.055555556,0.222222222
1,0.222222222,0.222222222,0.055555556
1,0.388888889,0.055555556,0.097222222
1,0.388888889,0.097222222,0.055555556
1,0.555555556,0.055555556,0.055555556
1,0.041666667,0.041666667,0.666666667
1,0.041666667,0.083333333,0.5
1,0.041666667,0.166666667,0.333333333
1,0.041666667,0.333333333,0.166666667
1,0.041666667,0.5,0.083333333
1,0.041666667,0.666666667,0.041666667
1,0.083333333,0.041666667,0.5
1,0.083333333,0.5,0.041666667
1,0.166666667,0.041666667,0.333333333
1,0.166666667,0.333333333,0.041666667
1,0.333333333,0.041666667,0.166666667
1,0.333333333,0.166666667,0.041666667
1,0.5,0.041666667,0.083333333
1,0.5,0.083333333,0.041666667
1,0.666666667,0.041666667,0.041666667
1,0.027777778,0.027777778,0.777777778
1,0.027777778,0.069444444,0.611111111
1,0.027777778,0.111111111,0.444444444
1,0.027777778,0.277777778,0.277777778
1,0.027777778,0.444444444,0.111111111
1,0.027777778,0.611111111,0.069444444
1,0.027777778,0.777777778,0.027777778
1,0.069444444,0.027777778,0.611111111
1,0.069444444,0.611111111,0.027777778
1,0.111111111,0.027777778,0.444444444
1,0.111111111,0.444444444,0.027777778
1,0.277777778,0.027777778,0.277777778
1,0.277777778,0.277777778,0.027777778
1,0.444444444,0.027777778,0.111111111
1,0.444444444,0.111111111,0.027777778
1,0.611111111,0.027777778,0.069444444
1,0.611111111,0.069444444,0.027777778
1,0.777777778,0.027777778,0.027777778
1,1.39E-02,1.39E-02,0.888888889
1,1.39E-02,0.055555556,0.722222222
1,1.39E-02,0.097222222,0.555555556
1,1.39E-02,0.222222222,0.388888889
1,1.39E-02,0.388888889,0.222222222
1,1.39E-02,0.555555556,0.097222222
1,1.39E-02,0.722222222,0.055555556
1,1.39E-02,0.888888889,1.39E-02
1,0.055555556,1.39E-02,0.722222222
1,0.055555556,0.722222222,1.39E-02
1,0.097222222,1.39E-02,0.555555556
1,0.097222222,0.555555556,1.39E-02
1,0.222222222,1.39E-02,0.388888889
1,0.222222222,0.388888889,1.39E-02
1,0.388888889,1.39E-02,0.222222222
1,0.388888889,0.222222222,1.39E-02
1,0.555555556,1.39E-02,0.097222222
1,0.555555556,0.097222222,1.39E-02
1,0.722222222,1.39E-02,0.055555556
1,0.722222222,0.055555556,1.39E-02
1,0.888888889,1.39E-02,1.39E-02
1,0,0,1
1,0,0.041666667,0.833333333
1,0,0.083333333,0.666666667
1,0,0.166666667,0.5
1,0,0.333333333,0.333333333
1,0,0.5,0.166666667
1,0,0.666666667,0.083333333
1,0,0.833333333,0.041666667
1,0,1,0
1,0.041666667,0,0.833333333
1,0.041666667,0.833333333,0
1,0.083333333,0,0.666666667
1,0.083333333,0.666666667,0
1,0.166666667,0,0.5
1,0.166666667,0.5,0
1,0.333333333,0,0.333333333
1,0.333333333,0.333333333,0
1,0.5,0,0.166666667
1,0.5,0.166666667,0
1,0.666666667,0,0.083333333
1,0.666666667,0.083333333,0
1,0.833333333,0,0.041666667
1,0.833333333,0.041666667,0
1,1,0,0
2,0.222222222,0.222222222,0.222222222
2,0.194444444,0.194444444,0.319444444
2,0.194444444,0.319444444,0.194444444
2,0.319444444,0.194444444,0.194444444
2,0.166666667,0.166666667,0.416666667
2,0.166666667,0.270833333,0.270833333
2,0.166666667,0.416666667,0.166666667
2,0.270833333,0.166666667,0.270833333
2,0.270833333,0.270833333,0.166666667
2,0.416666667,0.166666667,0.166666667
2,0.138888889,0.138888889,0.513888889
2,0.138888889,0.222222222,0.368055556
