H,f1,f2,f3
1,0.037037037,0.037037037,0.037037037
1,0.032728776,0.032728776,0.046755395
1,0.032728776,0.046755395,0.032728776
1,0.046755395,0.032728776,0.032728776
1,0.028865478,0.028865478,0.057730956
1,0.028095622,0.042143433,0.042143433
1,0.028865478,0.057730956,0.028865478
1,0.042143433,0.028095622,0.042143433
1,0.042143433,0.042143433,0.028095622
1,0.057730956,0.028865478,0.028865478
1,0.025231513,0.025231513,0.070648237
1,0.023929688,0.0382875,0.052645313
1,0.023929688,0.052645313,0.0382875
1,0.025231513,0.070648237,0.025231513
1,0.0382875,0.023929688,0.052645313
1,0.0382875,0.052645313,0.023929688
1,0.052645313,0.023929688,0.0382875
1,0.052645313,0.0382875,0.023929688
1,0.070648237,0.025231513,0.025231513
1,0.021660087,0.021660087,0.08664035
1,0.019962788,0.034934879,0.064879061
1,0.019513169,0.048782923,0.048782923
1,0.019962788,0.064879061,0.034934879
1,0.021660087,0.08664035,0.021660087
1,0.034934879,0.019962788,0.064879061
1,0.034934879,0.064879061,0.019962788
1,0.048782923,0.019513169,0.048782923
1,0.048782923,0.048782923,0.019513169
1,0.064879061,0.019962788,0.034934879
1,0.064879061,0.034934879,0.019962788
1,0.08664035,0.021660087,0.021660087
1,0.017980111,0.017980111,0.107880663
1,0.015983147,0.031966293,0.079915733
1,0.01528262,0.04584786,0.061130481
1,0.01528262,0.061130481,0.04584786
1,0.015983147,0.079915733,0.031966293
1,0.017980111,0.107880663,0.017980111
1,0.031966293,0.015983147,0.079915733
1,0.031966293,0.079915733,0.015983147
1,0.04584786,0.01528262,0.061130481
1,0.04584786,0.061130481,0.01528262
1,0.061130481,0.01528262,0.04584786
1,0.061130481,0.04584786,0.01528262
1,0.079915733,0.015983147,0.031966293
1,0.079915733,0.031966293,0.015983147
1,0.107880663,0.017980111,0.017980111
1,0.013946467,0.013946467,0.139464666
1,0.011755025,0.029387562,0.099917712
1,0.010971507,0.043886027,0.076800547
1,0.010754871,0.059151791,0.059151791
1,0.010971507,0.076800547,0.043886027
1,0.011755025,0.099917712,0.029387562
1,0.013946467,0.139464666,0.013946467
1,0.029387562,0.011755025,0.099917712
1,0.029387562,0.099917712,0.011755025
1,0.043886027,0.010971507,0.076800547
1,0.043886027,0.076800547,0.010971507
1,0.059151791,0.010754871,0.059151791
1,0.059151791,0.059151791,0.010754871
1,0.076800547,0.010971507,0.043886027
1,0.076800547,0.043886027,0.010971507
1,0.099917712,0.011755025,0.029387562
1,0.099917712,0.029387562,0.011755025
1,0.139464666,0.013946467,0.013946467
1,9.03E-03,9.03E-03,0.198676062
1,6.89E-03,0.027551347,0.130868896
1,6.24E-03,0.04365493,0.099782697
1,5.99E-03,0.059916433,0.077891363
1,5.99E-03,0.077891363,0.059916433
1,6.24E-03,0.099782697,0.04365493
1,6.89E-03,0.130868896,0.027551347
1,9.03E-03,0.198676062,9.03E-03
1,0.027551347,6.89E-03,0.130868896
1,0.027551347,0.130868896,6.89E-03
1,0.04365493,6.24E-03,0.099782697
1,0.04365493,0.099782697,6.24E-03
1,0.059916433,5.99E-03,0.077891363
1,0.059916433,0.077891363,5.99E-03
1,0.077891363,5.99E-03,0.059916433
1,0.077891363,0.059916433,5.99E-03
1,0.099782697,6.24E-03,0.04365493
1,0.099782697,0.04365493,6.24E-03
1,0.130868896,6.89E-03,0.027551347
1,0.130868896,0.027551347,6.89E-03
1,0.198676062,9.03E-03,9.03E-03
1,0,0,1
1,0,0.040458458,0.283209206
1,0,0.068648314,0.205944942
1,0,0.095778805,0.159631342
1,0,0.125,0.125
1,0,0.159631342,0.095778805
1,0,0.205944942,0.068648314
1,0,0.283209206,0.040458458
1,0,1,0
1,0.040458458,0,0.283209206
1,0.040458458,0.283209206,0
1,0.068648314,0,0.205944942
1,0.068648314,0.205944942,0
1,0.095778805,0,0.159631342
1,0.095778805,0.159631342,0
1,0.125,0,0.125
1,0.125,0.125,0
1,0.159631342,0,0.095778805
1,0.159631342,0.095778805,0
1,0.205944942,0,0.068648314
1,0.205944942,0.068648314,0
1,0.283209206,0,0.040458458
1,0.283209206,0.040458458,0
1,1,0,0
2,0.06415003,0.06415003,0.06415003
2,0.056633039,0.056633039,0.080904341
2,0.056633039,0.080904341,0.056633039
2,0.080904341,0.056633039,0.056633039
2,0.049809907,0.049809907,0.099619814
2,0.048605877,0.072908816,0.072908816
2,0.049809907,0.099619814,0.049809907
2,0.072908816,0.048605877,0.072908816
2,0.072908816,0.072908816,0.048605877
2,0.099619814,0.049809907,0.049809907
2,0.043336569,0.043336569,0.121342392
2,0.041306144,0.06608983,0.090873517
2,0.041306144,0.090873517,0.06608983
2,0.043336569,0.121342392,0.043336569
2,0.06608983,0.041306144,0.090873517
2,0.06608983,0.090873517,0.041306144
2,0.090873517,0.041306144,0.06608983
2,0.090873517,0.06608983,0.041306144
2,0.121342392,0.043336569,0.043336569
2,0.036940382,0.036940382,0.147761527
2,0.034311698,0.060045472,0.11151302
2,0.033605527,0.084013818,0.084013818
2,0.034311698,0.11151302,0.060045472
2,0.036940382,0.147761527,0.036940382
2,0.060045472,0.034311698,0.11151302
2,0.060045472,0.11151302,0.034311698
2,0.084013818,0.033605527,0.084013818
2,0.084013818,0.084013818,0.033605527
2,0.11151302,0.034311698,0.060045472
2,0.11151302,0.060045472,0.034311698
2,0.147761527,0.036940382,0.036940382
2,0.030337974,0.030337974,0.182027847
2,0.027283852,0.054567704,0.13641926
2,0.026188538,0.078565615,0.104754153
2,0.026188538,0.104754153,0.078565615
2,0.027283852,0.13641926,0.054567704
2,0.030337974,0.182027847,0.030337974
2,0.054567704,0.027283852,0.13641926
2,0.054567704,0.13641926,0.027283852
2,0.078565615,0.026188538,0.104754153
2,0.078565615,0.104754153,0.026188538
2,0.104754153,0.026188538,0.078565615
2,0.104754153,0.078565615,0.026188538
2,0.13641926,0.027283852,0.054567704
2,0.13641926,0.054567704,0.027283852
2,0.182027847,0.030337974,0.030337974
2,0.023126217,0.023126217,0.231262173
2,0.019846839,0.049617097,0.168698128
2,0.018634008,0.074536032,0.130438056
2,0.018295059,0.100622825,0.100622825
2,0.018634008,0.130438056,0.074536032
2,0.019846839,0.168698128,0.049617097
2,0.023126217,0.231262173,0.023126217
2,0.049617097,0.019846839,0.168698128
2,0.049617097,0.168698128,0.019846839
2,0.074536032,0.018634008,0.130438056
2,0.074536032,0.130438056,0.018634008
2,0.100622825,0.018295059,0.100622825
2,0.100622825,0.100622825,0.018295059
2,0.130438056,0.018634008,0.074536032
2,0.130438056,0.074536032,0.018634008
2,0.168698128,0.019846839,0.049617097
2,0.168698128,0.049617097,0.019846839
2,0.231262173,0.023126217,0.023126217
2,0.014466167,0.014466167,0.318255679
2,0.011395968,0.045583872,0.216523393
2,0.01040846,0.07285922,0.166535359
2,0.010031209,0.100312095,0.130405723
2,0.010031209,0.130405723,0.100312095
2,0.01040846,0.166535359,0.07285922
2,0.011395968,0.216523393,0.045583872
2,0.014466167,0.318255679,0.014466167
2,0.045583872,0.011395968,0.216523393
2,0.045583872,0.216523393,0.011395968
2,0.07285922,0.01040846,0.166535359
2,0.07285922,0.166535359,0.01040846
2,0.100312095,0.010031209,0.130405723
2,0.100312095,0.130405723,0.010031209
2,0.130405723,0.010031209,0.100312095
2,0.130405723,0.100312095,0.010031209
2,0.166535359,0.01040846,0.07285922
2,0.166535359,0.07285922,0.01040846
2,0.216523393,0.011395968,0.045583872
2,0.216523393,0.045583872,0.011395968
2,0.318255679,0.014466167,0.014466167
2,0,0,1
