H,f1,f2,f3
1,0.333333333,0.333333333,0.333333333
1,0.145833333,0.145833333,0.708333333
1,0.145833333,0.708333333,0.145833333
1,0.708333333,0.145833333,0.145833333
1,0.083333333,0.083333333,0.833333333
1,0.125,0.4375,0.4375
1,0.083333333,0.833333333,0.083333333
1,0.4375,0.125,0.4375
1,0.4375,0.4375,0.125
1,0.833333333,0.083333333,0.083333333
1,0.052083333,0.052083333,0.895833333
1,0.083333333,0.133333333,0.783333333
1,0.083333333,0.783333333,0.133333333
1,0.052083333,0.895833333,0.052083333
1,0.133333333,0.083333333,0.783333333
1,0.133333333,0.783333333,0.083333333
1,0.783333333,0.083333333,0.133333333
1,0.783333333,0.133333333,0.083333333
1,0.895833333,0.052083333,0.052083333
1,0.033333333,0.033333333,0.933333333
1,0.047619048,0.083333333,0.869047619
1,0.055555556,0.472222222,0.472222222
1,0.047619048,0.869047619,0.083333333
1,0.033333333,0.933333333,0.033333333
1,0.083333333,0.047619048,0.869047619
1,0.083333333,0.869047619,0.047619048
1,0.472222222,0.055555556,0.472222222
1,0.472222222,0.472222222,0.055555556
1,0.869047619,0.047619048,0.083333333
1,0.869047619,0.083333333,0.047619048
1,0.933333333,0.033333333,0.033333333
1,0.020833333,0.020833333,0.958333333
1,0.027777778,0.055555556,0.916666667
1,0.035714286,0.25,0.714285714
1,0.035714286,0.714285714,0.25
1,0.027777778,0.916666667,0.055555556
1,0.020833333,0.958333333,0.020833333
1,0.055555556,0.027777778,0.916666667
1,0.055555556,0.916666667,0.027777778
1,0.25,0.035714286,0.714285714
1,0.25,0.714285714,0.035714286
1,0.714285714,0.035714286,0.25
1,0.714285714,0.25,0.035714286
1,0.916666667,0.027777778,0.055555556
1,0.916666667,0.055555556,0.027777778
1,0.958333333,0.020833333,0.020833333
1,0.011904762,0.011904762,0.976190476
1,0.015151515,0.037878788,0.946969697
1,0.020833333,0.083333333,0.895833333
1,0.020833333,0.489583333,0.489583333
1,0.020833333,0.895833333,0.083333333
1,0.015151515,0.946969697,0.037878788
1,0.011904762,0.976190476,0.011904762
1,0.037878788,0.015151515,0.946969697
1,0.037878788,0.946969697,0.015151515
1,0.083333333,0.020833333,0.895833333
1,0.083333333,0.895833333,0.020833333
1,0.489583333,0.020833333,0.489583333
1,0.489583333,0.489583333,0.020833333
1,0.895833333,0.020833333,0.083333333
1,0.895833333,0.083333333,0.020833333
1,0.946969697,0.015151515,0.037878788
1,0.946969697,0.037878788,0.015151515
1,0.976190476,0.011904762,0.011904762
