H,f1,f2,f3
1,0.037037037,0.037037037,0.037037037
1,0.024811921,0.024811921,0.072337963
1,0.024811921,0.072337963,0.024811921
1,0.072337963,0.024811921,0.024811921
1,0.015625,0.015625,0.125
1,0.015625,0.052734375,0.052734375
1,0.015625,0.125,0.015625
1,0.052734375,0.015625,0.052734375
1,0.052734375,0.052734375,0.015625
1,0.125,0.015625,0.015625
1,0.009042245,0.009042245,0.19849537
1,0.009042245,0.037037037,0.096281829
1,0.009042245,0.096281829,0.037037037
1,0.009042245,0.19849537,0.009042245
1,0.037037037,0.009042245,0.096281829
1,0.037037037,0.096281829,0.009042245
1,0.096281829,0.009042245,0.037037037
1,0.096281829,0.037037037,0.009042245
1,0.19849537,0.009042245,0.009042245
1,0.00462963,0.00462963,0.296296296
1,0.00462963,0.024811921,0.158926505
1,0.00462963,0.072337963,0.072337963
1,0.00462963,0.158926505,0.024811921
1,0.00462963,0.296296296,0.00462963
1,0.024811921,0.00462963,0.158926505
1,0.024811921,0.158926505,0.00462963
1,0.072337963,0.00462963,0.072337963
1,0.072337963,0.072337963,0.00462963
1,0.158926505,0.00462963,0.024811921
1,0.158926505,0.024811921,0.00462963
1,0.296296296,0.00462963,0.00462963
1,0.001953125,0.001953125,0.421875
1,0.001953125,0.015625,0.244140625
1,0.001953125,0.052734375,0.125
1,0.001953125,0.125,0.052734375
1,0.001953125,0.244140625,0.015625
1,0.001953125,0.421875,0.001953125
1,0.015625,0.001953125,0.244140625
1,0.015625,0.244140625,0.001953125
1,0.052734375,0.001953125,0.125
1,0.052734375,0.125,0.001953125
1,0.125,0.001953125,0.052734375
1,0.125,0.052734375,0.001953125
1,0.244140625,0.001953125,0.015625
1,0.244140625,0.015625,0.001953125
1,0.421875,0.001953125,0.001953125
1,0.000578704,0.000578704,0.578703704
1,0.000578704,0.009042245,0.355396412
1,0.000578704,0.037037037,0.19849537
1,0.000578704,0.096281829,0.096281829
1,0.000578704,0.19849537,0.037037037
1,0.000578704,0.355396412,0.009042245
